Time,Volume,Day Open,Day Close,Normalized Day Change,Normalized Volume to Moving Average,Normalized Open to Moving Average,Normalized Open (52wk High/Low),Normalized Yesterday Close to Today Open,Past First Derivative,Past Average Normalized Open to Close,Past Second Derivative,Buy
2000-08-04,4062600,48.3125,48.28125,-0.000646830530401035,0.5,0.5,-1.2718959030100332,0,0,0,0,0
2000-08-07,3811200,48.75,48.42969,-0.006570461538461522,0.48403566257715464,0.5022537025112686,-1.2627508361204012,0.009708737864077669,0.146485,0.016653615479170256,0,1
2000-08-08,4595000,48.25,48.33594,0.0017811398963730734,0.5527797382266136,0.49806451612903224,-1.2732023411371236,-0.0037103272806412926,-0.0009774999999999975,0.018452258035182884,-0.14453,0
2000-08-09,7086200,48.28125,47.40625,-0.018122977346278317,0.7247455893633342,0.49878934624697335,-1.2725491220735785,-0.0011314562207748683,-0.07552333333333333,0.014473308935391602,0.029297499999999997,1
2000-08-10,5738400,47.875,48.70313,0.017297754569190634,0.5671835340444543,0.49566455286657174,-1.2810409698996654,0.00988793671720501,-0.0009774999999999923,0.019059486022993594,-0.140625,1
2000-08-11,4487600,48.75,48.92188,0.0035257435897436224,0.4520600382794399,0.5039302250457629,-1.2627508361204012,0.0009623611459879151,0.05390600000000001,0.019808801166565016,0.1074225,0
2000-08-14,2855600,49.0,48.65625,-0.00701530612244898,0.30623900773977686,0.5055734684477199,-1.25752508361204,0.0015968315199660849,0.04427000000000001,0.0188539724284843,0.020313000000000008,0
2000-08-15,3292000,48.375,48.04688,-0.006782842377260949,0.3665046787239135,0.49923405627670725,-1.270589464882943,-0.005780346820809248,-0.006138571428571418,0.018198187900240224,-0.02604166666666666,1
2000-08-16,3220000,48.4375,48.92188,0.010000103225806484,0.37012817827457434,0.4998924962373683,-1.2692830267558526,0.008129976389726,0.02392562500000001,0.019512320976642808,-0.021204999999999998,0
2000-08-17,4721000,49.0,48.5,-0.01020408163265306,0.5380719222422816,0.5051220926486696,-1.25752508361204,0.0015968315199660849,0.02517333333333334,0.01856108887897853,0.032226875,0
2000-08-18,5476800,48.5,48.21094,-0.0059599999999999835,0.6104275083896699,0.49997071399285425,-1.2679765886287624,0.0015968315199660849,0.01000937500000001,0.018440640931578735,-0.011230625000000004,0
2000-08-21,3666200,48.5,48.5,0.0,0.41494286264020247,0.49997315436241613,-1.2679765886287624,-0.0,0.0039062499999999965,0.018518453563763228,-0.0234375,1
2000-08-22,3218400,48.59375,48.875,0.005787781350482315,0.3720296633529548,0.5008671952428146,-1.2660169314381269,0.005995734578085372,0.041016250000000004,0.01831317323652012,0.05468750000000001,0
2000-08-23,3434200,48.84375,48.46875,-0.007677543186180422,0.40290487587404394,0.5031964310352757,-1.2607911789297657,0.0019329896907216496,0.0278325,0.020901889569478173,-0.034179999999999995,1
2000-08-24,3302600,47.875,48.125,0.005221932114882507,0.3933677212797653,0.4936627282491944,-1.2810409698996654,-0.0006393861892583121,-0.011230000000000002,0.018139110744986673,-0.034179999999999995,0
2000-08-25,3700000,47.8125,47.71875,-0.00196078431372549,0.4439924521283139,0.49344890143116305,-1.2823474080267556,-0.012250161186331399,-0.051757500000000005,0.018363563043421155,0.03710937500000001,1
2000-08-28,5160800,47.25,47.375,0.0026455026455026454,0.610714951982915,0.4883535357373561,-1.2941053511705685,-0.006493506493506494,-0.027831875000000002,0.018968112054660303,0.014648125000000005,0
2000-08-29,3901400,47.0,46.5,-0.010638297872340425,0.46365509045292497,0.4865389454009561,-1.2993311036789297,-0.009823182711198428,-0.085449375,0.0200468193850641,-0.022461250000000002,0
2000-08-30,4197600,46.0,45.625,-0.008152173913043478,0.4989165194501024,0.4773836752807838,-1.3202341137123743,-0.0079155672823219,-0.125,0.01786807283826445,0.0,0
2000-08-31,4702400,46.5625,45.97657,-0.01258373154362411,0.5556422072551106,0.4840333950557125,-1.3084761705685617,-0.010752688172043012,-0.158935625,0.01823450309831173,-0.005371250000000001,1
2000-09-01,3040400,46.25,46.3125,0.0013513513513513514,0.364138865569223,0.48166630505532654,-1.3150083612040133,0.02054794520547945,-0.13940375,0.017605990198839565,-0.036620625000000004,1
2000-09-05,5298200,46.3125,46.625,0.006747638326585695,0.6268804736222768,0.48309379167284044,-1.313701923076923,0.00594715960760008,-0.153320625,0.01785985156381205,-0.013671875000000003,0
