Time,Volume,Day Open,Day Close,Normalized Day Change,Normalized Volume to Moving Average,Normalized Open to Moving Average,Normalized Open (52wk High/Low),Normalized Yesterday Close to Today Open,Past First Derivative,Past Average Normalized Open to Close,Past Second Derivative,Buy
2019-06-24,4013715,69.13,68.84,-0.0041949949370749615,0.5,0.5,0.32854864433811787,0,0,0,0,0
2019-06-25,6293231,68.75,68.48,-0.003927272727272669,0.6105815437472943,0.49862199013635045,0.3133971291866029,0.0013073794305636752,-0.185,0.010295002573306086,0,0
2019-06-26,9479033,68.5,66.68,-0.02656934306569333,0.7186174361147356,0.49786801046613044,0.30342902711323766,-0.000292056074766297,-0.34875,0.0029304813318443775,0.010000000000000009,1
2019-06-27,5997026,66.64,67.08,0.006602641056422534,0.46519216825191634,0.4881693648816937,0.22926634768740034,0.0005998800239952947,-0.3541666666666667,0.0075201554991789574,-0.3825,1
2019-06-28,19742740,67.15,67.56,0.0061057334326135,1.084152494374337,0.4935032483758122,0.2496012759170656,-0.0010435301132976653,-0.20375000000000001,0.010154055433825915,0.12166666666666666,0
2019-07-01,6020119,68.0,67.83,-0.002500000000000025,0.35037451307441464,0.4997917534360684,0.2834928229665072,-0.006512729425695644,-0.10700000000000001,0.010466543779395987,0.0875,1
2019-07-02,6010167,68.64,68.84,0.002913752913752955,0.36548010928689645,0.5038484931104633,0.3090111642743222,-0.011941618752764298,-0.020416666666666666,0.011432962691357228,0.012,0
2019-07-03,2905965,69.07,69.0,-0.0010134646011291904,0.19225068256099254,0.5061185608558658,0.3261562998405101,-0.003341080766995784,0.0035714285714285718,0.011662897585421389,0.04083333333333334,0
2019-07-05,4118344,68.56,68.53,-0.0004375729288214868,0.2869688824803338,0.5021157476726776,0.3058213716108454,0.006376811594202865,-0.0275,0.01191644183811784,0.015714285714285726,0
2019-07-08,7191911,68.27,67.48,-0.011571700600556498,0.5010230903862831,0.4999926762461368,0.29425837320574144,0.0037939588501387,-0.06166666666666666,0.011027959196099052,0.016250000000000007,1
2019-07-09,5201387,67.18,67.75,0.008484668055968937,0.37165488397469276,0.4927255997546308,0.25079744816586946,0.0037939588501387,-0.04624999999999999,0.011128392959462993,-0.032499999999999994,0
2019-07-10,4072325,68.0,67.46,-0.007941176470588326,0.3014826290607467,0.49884458790301883,0.2834928229665072,0.004445761707172453,-0.007812500000000007,0.012524096393540482,0.14937499999999995,0
2019-07-11,5833123,67.01,66.19,-0.012236979555290364,0.4364145762306938,0.49221945982596915,0.24401913875598105,-0.0036900369003690036,0.05437500000000001,0.014575788373289992,-0.06125,1
2019-07-12,4740688,66.17,66.26,0.0013601329907813723,0.3622014610077514,0.487019882868769,0.21052631578947376,0.006670619626445133,-0.047187499999999986,0.012504398551759756,-0.07687500000000001,1
2019-07-15,7495131,66.98,68.07,0.016273514481934745,0.5671546827391905,0.4934433475762489,0.2428229665071772,0.00030216044719740177,-0.10625,0.01200860158894397,0.01625,0
2019-07-16,5573167,68.07,66.94,-0.0166005582488614,0.4258874497182449,0.5013810628659817,0.28628389154704914,-0.010866284334440066,-0.0759375,0.014088085040314276,0.05562499999999999,0
2019-07-17,4858469,67.13,66.92,-0.0031282586027110647,0.3769812001640472,0.4947799696509865,0.24880382775119597,0.0,-0.09562499999999999,0.011964348961638832,-0.06625,1
2019-07-18,4002492,66.63,67.21,0.008704787633198234,0.31724116928411006,0.4915811391284389,0.22886762360446553,-0.0028383627128771697,-0.095,0.011778019782417912,-0.01124999999999999,0
2019-07-19,8876391,67.52,65.04,-0.036729857819905065,0.6887925052234248,0.4982445238465124,0.2643540669856458,0.0043335325762104936,-0.05968749999999998,0.012824421701371038,0.08562499999999999,0
2019-07-22,6302747,65.3,64.91,-0.005972434915773363,0.48961675995536363,0.48273822724920545,0.17583732057416254,-0.004612408867728051,-0.07406249999999999,0.01008762743459321,-0.19062500000000002,1
2019-07-23,7854326,65.07,66.4,0.02043952666359325,0.6038139938238206,0.48190820796038863,0.16666666666666638,-0.003997539975399614,-0.16406249999999997,0.008551329944678146,0.009375000000000001,1
2019-07-24,4592373,66.48,66.64,0.00240673886883268,0.35782645310741207,0.49269327943405783,0.22288676236044672,-0.002464951471267857,-0.05406249999999998,0.011728992244483658,0.13437500000000002,0
2019-07-25,4061245,66.57,66.32,-0.0037554453958239453,0.32157509514764976,0.4936452973265757,0.22647527910685777,-0.001204819277108408,0.021562500000000005,0.013344948799334367,0.004375000000000013,1
2019-07-26,4790598,66.35,66.92,0.008590806330067934,0.3831796008221549,0.49234155963813336,0.21770334928229643,0.0010504201680673379,-0.06749999999999999,0.012775184122369191,-0.08374999999999998,0
2019-07-29,5571668,68.09,67.87,-0.0032310177705977216,0.44760009424519653,0.5050407652231704,0.28708133971291877,-0.00045235223160435976,-0.05437499999999999,0.011949264683350554,0.10625000000000001,0
2019-07-30,6694549,67.8,67.09,-0.010471976401179849,0.5362472474925433,0.5027779996121069,0.2755183413078149,-0.017483562462641985,0.05968749999999999,0.013412794769664536,-0.0006249999999999867,0
2019-07-31,10366344,65.65,65.52,-0.0019801980198021272,0.8105307103283661,0.4873096865360614,0.1897926634768742,0.0010313835273317723,0.0328125,0.012592754441685382,-0.08062499999999997,0
2019-08-01,8260162,65.66,65.47,-0.002893694791349341,0.6391920655777416,0.48782351661297946,0.19019138755980847,0.02146370547026379,-0.043437500000000025,0.011447293351192184,0.14687500000000003,0
2019-08-02,6753078,65.19,64.95,-0.00368154624942468,0.5217579757044231,0.48485555715135725,0.17145135566188188,-0.0021367521367521456,0.02874999999999999,0.015197376473923592,0.012500000000000015,0
2019-08-05,7230012,64.3,63.36,-0.014618973561430758,0.5564329114954621,0.4789310081137716,0.13596491228070162,0.004276767985336813,-0.0415625,0.015450875771173954,-0.098125,1
2019-08-06,7052092,63.46,63.98,0.00819413803970999,0.5412474697657075,0.4735091367723799,0.10247208931419459,0.010007698229407324,-0.170625,0.011634565635170846,-0.06874999999999999,1
2019-08-07,5450410,63.34,63.88,0.008525418377012933,0.4204650236348176,0.47342408416095977,0.09768740031897939,-0.0015782828282828508,-0.1703125,0.012344591907062497,0.048125000000000015,1
2019-08-08,5188856,63.72,64.82,0.01726302573760192,0.4027214818653955,0.47695043504296003,0.11283891547049436,0.01000312597686767,-0.1890625,0.01377078558187765,-0.0018749999999999878,1
2019-08-09,5233009,64.7,65.24,0.008346213292117342,0.40840298355630494,0.4847339009642676,0.15191387559808622,0.002504696305573007,-0.231875,0.01478594162510044,0.08250000000000002,0
2019-08-12,5703448,64.93,63.98,-0.014631141229016015,0.44651808588257824,0.4868338181927243,0.16108452950558239,0.0018512804689909033,-0.15468749999999998,0.01613597006982568,0.078125,1
2019-08-13,4822137,63.72,64.3,0.009102322661644669,0.38010739695147955,0.47835244168442664,0.11283891547049436,0.004751686082158002,-0.070625,0.015751888272163027,-0.05125,0
2019-08-14,6382051,63.69,63.12,-0.008949599623174757,0.5029849847953132,0.4786931933599305,0.11164274322169049,0.004063769928102501,-0.0971875,0.017014065167849673,0.048125,0
2019-08-15,4758927,63.28,62.87,-0.006479140328697909,0.3775452344718763,0.4762229175743653,0.09529505582137164,0.00948678071539657,-0.1040625,0.016402495276898604,-0.020624999999999994,0
2019-08-16,7593275,63.41,63.14,-0.0042580034694842455,0.5992586566698315,0.4777598324646171,0.10047846889952138,-0.0025348542458809207,-0.0471875,0.01614655046126143,0.03312500000000001,1
2019-08-19,6163388,63.69,64.11,0.0065944418276024765,0.4867431473941381,0.4803529677954598,0.11164274322169049,-0.00858915221886431,-0.02781249999999999,0.017303751317176472,-0.049374999999999995,0
2019-08-20,5286556,64.04,63.44,-0.009369144284822118,0.41918384693390215,0.4833937198067635,0.12559808612440215,-0.008710801393728177,0.018125,0.017122676587334917,-0.0075,1
2019-08-21,4494153,64.04,64.13,0.0014053716427231292,0.35880666048772053,0.4837762781127245,0.12559808612440215,0.0010918733426921413,-0.03312500000000001,0.01514653414432307,-0.10625,0
